"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin2","fin4","fin5","fin6","fin7","fin8","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14a","fin14a1","fin14b","fin16","fin17a","fin17a1","fin20","fin22a","fin22b","fin24","fin24a","fin24b","fin30","fin31a","fin31b","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin44a","fin44b","fin44c","fin44d","fin45","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Iran, Islamic Rep.","IRN",143959581,0.714918671744704,1,31,3,5,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,1,1,2,2,,2,2,1,1,3,3,2,,,,2,,,,,,2,2,,,,,3,3,3,2,,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",125077661,1.31116842704155,2,15,2,4,2,,1,1,1,1,1,1,2,2,,,2,,1,1,1,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,,,,2,,,,,,2,2,,,,,2,2,3,2,4,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",180047932,1.14534819281853,1,32,1,3,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,1,1,2,3,1,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",114867558,0.516107599682841,1,52,1,2,1,,1,1,0,1,2,2,1,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,3,2,1,1,1,2,,2,,,,,,1,2,2,2,2,2,1,1,2,2,4,0,0,4,3,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",205753978,1.09606418141963,2,49,1,2,1,,1,1,0,1,2,2,2,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,6,1,1,1,2,2,1,2,,,,,,1,2,1,2,,,1,1,2,2,1,0,1,4,1,4,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",162167284,0.522393790062464,2,58,2,5,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,3,1,4,1,1,2,,2,,,,,,2,1,1,2,,,1,1,2,1,2,0,1,4,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",203161364,0.864820644792756,1,33,3,5,2,,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,1,,2,1,1,1,2,1,1,1,1,,2,,,,,,2,2,,,,,2,2,2,3,1,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",152583052,0.640464720320715,2,55,2,4,1,,1,1,0,1,1,1,1,2,,,1,1,2,,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,1,2,3,2,1,1,1,2,,2,,,,,,1,1,1,2,,,1,1,2,4,2,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",173647165,0.756633216885915,2,53,3,5,2,,1,1,1,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,1,1,2,1,1,1,2,2,2,2,2,2,2,1,3,1,1,1,1,1,,2,,,,,,1,1,1,2,,,1,1,1,1,2,0,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",167929066,0.739668406409908,2,53,2,3,1,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,2,1,1,2,,1,2,1,2,,,1,2,1,2,,,1,1,2,4,1,0,0,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",191936199,0.601113924695225,2,63,1,1,1,,1,1,0,1,2,2,2,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,1,2,2,2,,2,2,2,5,1,1,1,1,2,,2,,,,,,1,2,1,2,,,1,1,2,1,1,0,0,4,1,4,,1,,4,4,1,
"Iran, Islamic Rep.","IRN",189402686,1.08291226290801,2,58,1,3,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,3,2,1,1,2,,1,2,2,2,1,,1,1,1,2,,,3,3,3,4,,0,0,2,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",138950112,1.39799349691584,2,22,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,3,3,2,,,,2,,,,,,2,2,,,,,2,3,3,3,,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",184773949,0.853847835911113,2,33,3,4,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,3,3,1,1,1,,1,1,1,2,,,1,2,1,2,,,2,3,2,3,1,1,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",116342655,0.963536432973777,1,56,1,1,2,,1,1,0,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,1,,2,2,2,1,3,2,2,,,,2,,,,,,2,2,,,,,3,3,3,2,,1,0,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",152273691,0.96730953532483,1,50,1,3,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,4,2,,,,2,,,,,,2,2,,,,,3,3,3,4,,0,0,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",170053337,0.523926734260306,2,70,3,5,2,,1,1,0,1,1,1,1,2,,,1,1,2,,2,,,,,,,,,,,,,,2,1,2,2,2,2,,2,2,2,2,2,2,1,2,1,,2,,,,,,1,1,1,2,,,2,2,2,4,1,0,0,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",178894350,0.587818225134582,2,62,2,5,1,,1,1,0,2,,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,3,3,1,2,2,2,2,,,,,,2,2,,,,,2,2,2,4,1,0,1,4,4,4,,3,,1,1,0,
"Iran, Islamic Rep.","IRN",154620798,1.38309967717461,1,34,2,3,2,,1,1,0,2,,,,,,,,,,,,,1,1,2,1,2,1,2,1,,,,,2,2,2,2,2,2,,2,2,1,2,1,1,2,,,,2,,,,,,1,2,2,2,2,1,1,1,1,1,2,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",130515969,0.840653773313918,1,56,1,1,2,,1,1,0,1,2,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,1,2,,2,1,1,2,1,1,1,2,2,1,2,,,,,,2,2,,,,,1,1,3,2,2,1,1,4,4,4,,2,,1,2,0,
"Iran, Islamic Rep.","IRN",150282205,0.49836501088828,2,77,2,2,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,1,3,2,1,2,,,,2,,,,,,2,2,,,,,3,1,2,2,3,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",200979976,0.669257434354261,2,48,2,4,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,2,1,2,4,2,2,1,1,1,,1,1,1,2,,,1,2,1,2,,,1,1,1,1,2,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",162985952,0.304363756847833,2,69,2,5,1,,1,1,0,1,2,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,1,2,2,2,2,2,,2,2,2,2,3,3,2,,,,2,,,,,,1,1,1,2,,,2,2,2,4,2,0,0,4,1,1,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",202333527,0.651044837737721,1,45,3,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,2,2,,,,2,,,,,,1,2,1,2,,,1,3,2,3,1,1,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",143086991,1.03288005362271,2,35,3,2,1,,1,1,0,1,1,2,2,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,1,1,1,2,,1,2,1,2,,,2,2,,,,,2,1,2,3,2,1,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",134165143,1.24002734933676,1,30,3,5,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,1,,2,2,2,5,2,1,1,1,1,,2,,,,,,2,2,,,,,1,1,1,1,1,1,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",142598635,0.843199904342594,1,20,2,1,1,,1,1,0,1,2,2,1,2,,,2,,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,1,1,1,2,2,1,2,,,,,,2,2,,,,,1,1,2,1,4,0,1,4,4,4,,2,,1,1,0,
"Iran, Islamic Rep.","IRN",177673498,0.775823915039557,1,36,2,3,2,,0,0,0,2,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,1,2,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,2,2,4,0,1,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",139265511,1.15866752405644,2,18,2,4,1,,1,1,1,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,,,,1,1,1,2,,,2,2,,,,,3,2,2,2,2,1,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",196453123,0.957663212195337,1,27,2,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,1,2,2,1,2,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",116582986,0.42536156990966,1,56,2,5,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,2,,,,2,,,,,,2,2,,,,,1,1,1,1,3,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",168787224,1.20293536501452,2,36,1,1,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,1,1,2,,,,1,2,2,2,1,,1,2,1,2,,,6,1,1,2,3,0,1,2,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",133914052,1.0356590718212,2,41,1,1,2,,1,1,0,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,,1,2,1,2,2,2,1,2,2,1,2,,,,,,1,2,2,2,2,1,1,1,1,1,3,0,1,4,1,4,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",152283739,1.48611207228831,1,28,1,1,1,,1,1,0,1,2,1,2,2,,,2,,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,1,2,1,2,1,1,1,1,1,,2,,,,,,2,2,,,,,3,2,1,2,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",137516070,1.14380184899814,2,21,2,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,1,1,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,1,3,2,1,4,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",178565145,1.2783344072502,1,36,1,2,2,,1,1,0,1,1,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,4,2,1,2,,,,2,,,,,,2,2,,,,,1,1,2,1,4,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",135684755,0.739056339046862,2,45,2,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,2,3,2,2,1,1,1,,2,,,,,,2,2,,,,,2,2,3,3,1,0,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",124606898,0.4713341904719,1,43,2,3,2,,1,1,0,1,1,1,1,2,,,2,,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,,1,2,1,2,1,1,2,,,,2,,,,,,1,2,1,2,,,2,2,3,2,2,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",130253056,0.669808454811742,1,54,1,3,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,1,,2,,,,,,1,2,2,2,2,1,2,2,2,4,1,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",205709600,0.760267926076699,2,64,1,1,2,,1,1,0,1,2,2,2,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,1,1,1,2,,2,,,,,,1,2,2,2,2,2,1,1,1,4,1,0,1,4,3,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",149179807,0.487040322535693,1,40,2,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,2,3,3,1,1,1,,2,,,,,,2,2,,,,,3,3,3,3,,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",205698399,1.36157470963693,1,57,1,1,2,,1,1,0,2,,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,1,2,,,,,,1,2,1,2,,,2,2,1,4,2,0,1,4,1,4,,2,,2,2,1,
"Iran, Islamic Rep.","IRN",149562535,0.461646583537987,1,50,2,3,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,1,2,2,2,,2,2,1,1,2,1,2,,,,2,,,,,,2,2,,,,,2,1,2,2,2,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",205339342,1.22075641199787,1,17,2,3,2,,0,0,0,2,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,2,2,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,2,2,,,,,2,2,2,2,4,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",146638545,0.817829061461806,2,17,2,2,1,,1,1,1,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,1,2,2,,2,2,1,5,1,1,2,,,,1,2,1,1,,,2,2,,,,,1,1,2,2,1,0,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",119189118,1.64614019091396,1,30,3,4,2,,1,1,0,1,1,2,2,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,1,2,,,,2,,,,,,2,2,,,,,2,1,2,3,2,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",125959571,0.553173442582659,1,49,2,4,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,,,,2,,,,,,2,2,,,,,2,3,2,2,4,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",179470301,0.477132207189957,2,60,1,5,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,2,2,3,3,1,1,2,,2,,,,,,1,1,1,2,,,3,2,2,4,2,0,1,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",143615305,0.304363756797461,1,63,2,5,2,,1,1,0,1,1,1,1,2,,,1,1,1,2,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,1,3,3,1,1,1,,2,,,,,,1,1,1,2,,,3,3,3,4,,1,0,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",152750562,1.27846062304942,1,29,2,2,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,2,,2,1,2,6,2,2,2,,,,2,,,,,,1,2,1,2,,,1,2,2,2,1,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",121709115,0.96526170239229,1,45,1,3,2,,0,0,0,2,,,,,,,,,,,,2,2,1,2,2,1,2,2,2,,,,,2,2,2,1,2,2,,1,1,1,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,1,1,2,0,1,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",117427880,0.704053552007461,2,40,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,2,1,1,2,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,1,1,2,4,1,1,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",204096579,0.70005019331496,1,50,2,1,2,,1,1,0,1,2,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,1,1,1,2,2,1,2,,,,,,2,2,,,,,2,1,2,2,3,0,1,4,4,4,,2,,2,2,0,
"Iran, Islamic Rep.","IRN",118032912,0.963536432973777,1,58,1,2,2,,1,1,0,2,,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,2,2,5,2,,,,2,,,,,,2,2,,,,,2,1,2,4,1,0,1,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",193981910,0.787840649699288,2,38,3,3,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,2,3,3,1,1,2,,1,2,1,2,,,2,2,,,,,1,2,3,3,1,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",194456359,1.39799349691584,2,21,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,1,1,2,2,,2,1,1,5,2,1,1,2,2,1,1,1,1,2,,,2,2,,,,,2,1,2,4,2,0,1,1,4,4,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",111793594,1.66254921223782,1,30,3,4,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,1,1,2,1,2,2,,2,2,2,1,3,1,2,,,,1,2,2,2,1,,1,2,2,2,2,2,1,3,2,2,1,1,0,2,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",128790195,1.44264368081908,2,18,2,5,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",175657990,1.15857284040378,2,48,1,2,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,1,1,1,1,2,,1,2,1,2,,,1,2,1,2,,,1,1,1,4,1,0,0,1,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",190621942,0.739668406409908,2,51,2,3,1,,1,1,1,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,1,1,2,,2,,,,,,1,2,2,2,2,1,3,3,3,3,,0,1,4,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",111192093,0.758989714531278,2,51,1,2,1,,1,1,0,1,1,1,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,1,1,1,2,2,2,2,,,,,,1,2,2,2,2,2,1,1,2,1,4,0,1,4,3,4,,3,,1,2,1,
"Iran, Islamic Rep.","IRN",205843693,0.921486217970314,2,52,1,2,1,,1,1,0,1,1,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,4,1,4,1,1,2,,1,2,2,2,1,,1,2,1,2,,,1,1,2,2,4,0,1,2,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",207409614,1.15597774778418,2,17,2,3,2,,1,1,0,1,1,1,2,1,1,1,2,,1,2,1,,,,,,,,,,,,,,1,2,1,1,1,1,,2,2,2,1,2,1,2,,,,1,2,2,2,2,1,2,2,,,,,2,1,3,2,2,1,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",145430331,0.540815489083296,1,53,2,2,2,,1,1,0,1,2,2,2,2,,,1,2,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,3,2,2,,,,2,,,,,,2,2,,,,,2,2,2,2,2,0,1,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",195811816,0.484161323512656,2,56,2,4,2,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,2,1,3,2,1,2,1,,2,,,,,,1,1,1,2,,,1,1,3,4,1,1,0,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",187658866,1.62817440399629,2,60,1,1,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,,,2,2,2,2,2,2,,1,2,1,5,1,1,1,2,2,1,2,,,,,,2,2,,,,,1,1,1,4,1,0,1,4,4,4,,2,,2,2,0,
"Iran, Islamic Rep.","IRN",195564632,0.513657439614602,1,55,1,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,2,2,,,,2,,,,,,1,2,1,2,,,2,3,2,3,1,0,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",194182419,0.654138180602785,1,57,1,5,2,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,2,1,1,2,,,,2,,,,,,1,2,1,2,,,1,1,1,1,2,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",131518022,0.957694409042235,1,22,2,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,1,1,2,1,,2,2,2,1,2,2,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",158575429,1.39825321702421,2,82,1,5,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,3,3,3,2,,,,2,,,,,,1,3,2,2,2,2,3,3,3,3,,1,0,4,3,5,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",166957220,0.524542271675124,2,55,3,4,1,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,1,2,2,1,1,1,1,1,2,2,2,2,1,2,3,2,1,1,1,1,,2,,,,,,1,1,1,2,,,3,3,2,2,3,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",192399337,0.747335651727715,1,38,3,4,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,1,2,1,2,3,2,1,2,1,,1,2,1,2,,,2,2,,,,,1,2,2,1,4,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",191939089,0.385649820805695,1,63,1,4,1,,1,1,0,1,1,2,1,2,,,2,,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,7,,,1,1,1,,2,,,,,,1,2,1,2,,,1,1,1,3,1,0,1,4,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",183261732,1.27950850382091,2,18,2,1,2,,0,0,0,2,,,,,,,,,,,,1,1,2,2,2,2,2,1,2,,,,,2,2,1,2,1,1,,2,2,2,3,3,1,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,1,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",176748563,0.596681334203371,1,37,3,1,2,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,2,2,2,,,,2,,,,,,2,2,,,,,1,1,2,2,2,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",114986092,0.572570033825903,1,40,2,1,1,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,2,2,1,1,,1,1,2,4,1,1,1,1,1,,2,,,,,,1,2,2,2,2,2,1,1,1,4,2,1,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",148324434,0.665808915185663,1,51,1,5,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,1,2,,,,2,,,,,,2,2,,,,,2,1,2,3,2,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",181897705,0.425232201651713,1,40,2,5,1,,1,1,0,2,,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,1,1,2,2,2,2,,,,,,1,1,2,2,2,2,1,1,1,6,2,0,1,4,3,3,,3,,1,2,0,
"Iran, Islamic Rep.","IRN",160579651,0.465666463031952,1,69,2,4,2,,1,1,0,2,,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,1,1,2,,,,2,,,,,,1,2,1,2,,,1,1,2,4,1,0,0,4,1,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",113584037,0.792110335841646,2,62,2,4,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,4,2,2,1,1,2,,2,,,,,,1,1,1,2,,,1,1,2,2,1,0,0,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",158397847,0.792209155533739,1,33,3,5,1,,1,1,0,1,2,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,1,1,1,1,,2,2,2,2,3,1,2,,,,2,,,,,,1,2,2,2,2,2,1,3,3,3,,1,0,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",118782323,0.600623471898729,2,50,2,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,2,1,2,1,,2,2,2,1,3,3,1,1,1,,1,2,1,2,,,1,2,2,2,2,2,2,2,2,2,2,1,0,1,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",146152610,0.448732769750783,2,67,2,1,1,,1,1,0,2,,2,2,2,,,2,,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,2,4,2,,,,2,,,,,,1,2,1,2,,,1,1,1,1,1,0,1,4,1,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",139531115,1.11019312636233,1,37,3,2,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,2,1,2,2,2,,,,2,,,,,,1,2,2,2,2,2,3,2,3,3,,1,0,4,3,4,,4,,1,1,1,
