"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin2","fin4","fin5","fin6","fin7","fin8","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14a","fin14a1","fin14b","fin16","fin17a","fin17a1","fin20","fin22a","fin22b","fin24","fin24a","fin24b","fin30","fin31a","fin31b","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin44a","fin44b","fin44c","fin44d","fin45","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Iran, Islamic Rep.","IRN",157272516,0.3913376455881,2,50,2,5,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,1,1,1,,1,2,1,2,,,2,2,,,,,3,3,3,3,,0,0,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",140059049,1.41514344273443,1,18,2,4,2,,1,0,1,2,,,,,,,,,,,,,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,,,,1,2,2,2,1,,2,2,,,,,2,3,3,2,1,1,1,2,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",170816121,0.83409638916075,1,35,2,2,2,,1,1,0,1,2,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,1,,2,2,2,7,,,1,1,2,,2,,,,,,1,2,1,2,,,2,2,2,2,4,1,0,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",205266477,1.08291226290801,2,55,1,3,1,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,,,1,2,2,2,2,2,3,1,1,2,2,0,0,4,3,4,,3,,1,2,1,
"Iran, Islamic Rep.","IRN",151762267,0.595748213724344,2,68,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,2,1,2,,2,2,2,2,1,1,1,2,1,,2,,,,,,1,1,2,2,2,1,1,1,1,1,2,1,1,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",182765720,1.48716200896004,2,16,2,3,1,,1,1,1,2,,1,2,2,,,1,2,2,,1,,,,,,,,,,1,1,2,1,1,2,1,1,2,1,2,2,2,1,3,1,1,1,2,1,,1,2,2,2,1,,2,2,,,,,2,2,3,2,1,1,1,2,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",185036466,1.02384319290131,2,70,1,3,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,4,2,2,1,1,2,,2,,,,,,1,1,1,2,,,1,2,2,2,3,0,1,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",181218104,0.643384104207826,2,51,2,3,1,,1,1,1,1,1,1,2,2,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6,2,2,1,2,2,1,1,2,1,2,,,1,2,2,2,2,1,1,2,2,4,1,0,1,1,1,4,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",111263227,0.724757884561886,1,43,2,3,2,,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,2,3,3,1,2,2,1,2,,,,,,1,1,1,2,,,1,1,1,2,3,0,1,4,1,1,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",156778453,0.982343398947995,2,21,2,3,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,1,1,2,1,,2,2,1,1,3,3,2,,,,1,1,2,2,1,,2,2,,,,,2,1,2,2,2,1,1,2,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",116710530,0.857449434499169,2,61,2,3,2,,1,1,0,2,,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,2,2,2,1,,2,2,1,2,3,3,1,2,1,,2,,,,,,1,1,1,2,,,1,1,3,4,2,1,1,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",149373269,1.28664748782047,1,21,2,1,1,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,2,2,1,2,2,,2,2,2,1,1,1,2,,,,2,,,,,,2,2,,,,,1,2,1,2,2,0,0,4,4,4,,4,,2,2,0,
"Iran, Islamic Rep.","IRN",132216112,1.21847077656396,2,31,3,4,1,,1,1,0,1,2,2,1,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,2,2,,,,,,2,2,,,,,2,2,1,1,2,0,0,4,4,4,,3,,1,1,0,
"Iran, Islamic Rep.","IRN",154930297,1.28138793382891,1,43,1,3,2,,1,1,0,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,1,2,,,,2,,,,,,2,2,,,,,1,1,2,4,1,0,0,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",206745167,1.03288005362271,2,34,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,1,,2,2,2,1,3,3,1,1,2,,1,2,1,2,,,2,2,,,,,2,2,2,2,2,1,0,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",191120684,1.61011487096936,1,44,2,1,2,,1,1,0,1,2,2,1,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,1,2,2,2,2,2,1,1,1,1,1,0,0,4,3,4,,4,,2,2,0,
"Iran, Islamic Rep.","IRN",135308480,0.47628494947636,2,61,2,5,2,,1,1,0,1,1,1,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,1,,1,2,1,3,2,1,1,1,1,,2,,,,,,1,1,1,2,,,1,2,2,4,2,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",159456655,1.12546105923939,1,53,1,3,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,2,2,2,2,2,,2,2,2,3,1,1,2,,,,2,,,,,,1,2,2,2,2,2,1,2,2,4,2,0,0,4,3,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",143029297,0.364473992141128,1,40,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,2,1,2,2,,2,1,2,1,3,3,2,,,,1,1,1,2,,,2,2,,,,,2,3,2,3,1,1,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",127078303,0.831196939029975,2,80,1,5,2,,1,1,0,2,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,2,2,6,2,2,2,,,,2,,,,,,1,1,1,2,,,3,3,3,4,,0,0,4,1,1,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",131749297,0.731758943046188,1,38,2,2,1,,1,1,0,1,1,1,1,2,,,2,,1,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,1,2,2,2,2,,,,2,,,,,,1,2,2,2,2,2,1,1,1,1,2,0,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",205078026,0.586453640832749,2,68,2,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,1,1,1,1,2,,2,,,,,,1,1,2,2,2,2,1,1,2,2,2,0,0,4,3,3,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",180708465,0.778312241223572,1,29,3,4,2,,0,0,0,2,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,2,2,2,2,2,,2,2,2,2,3,3,2,,,,2,,,,,,2,2,,,,,2,2,2,2,1,1,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",198855267,1.41514344273443,1,16,2,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,1,1,2,2,,1,1,1,2,2,1,2,,,,2,,,,,,2,2,,,,,2,3,3,2,4,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",180953986,0.637747503605598,2,50,2,2,1,,1,1,0,1,1,2,2,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,1,,2,2,2,2,1,1,1,1,2,,2,,,,,,1,2,1,2,,,1,3,2,3,1,1,0,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",174782174,0.690792278761536,2,52,2,3,1,,1,1,0,1,1,1,1,2,,,2,,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,1,3,1,1,1,1,1,,1,2,1,2,,,1,2,1,2,,,1,1,1,1,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",153790483,0.792884411540468,2,56,2,5,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,3,3,1,2,2,1,2,,,,,,2,1,1,2,,,3,2,3,2,2,0,1,4,4,1,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",133050301,0.686570223611459,2,48,2,2,1,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,,1,2,1,2,,,2,2,,,,,3,3,3,2,,1,1,1,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",176705031,0.846802704495028,1,29,2,1,1,,1,1,0,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,2,1,2,2,,1,2,1,5,2,2,2,,,,2,,,,,,1,2,2,2,2,1,1,1,2,1,4,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",167889562,1.08505416392648,1,39,2,2,2,,1,1,0,1,1,2,2,2,,,2,,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,1,2,,,,2,,,,,,1,2,2,2,2,2,1,1,2,4,1,1,1,4,3,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",130807974,1.96603235468455,2,37,3,5,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,3,2,1,1,1,,1,2,1,2,,,2,2,,,,,1,1,2,2,2,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",203676225,0.47268760894121,2,60,3,4,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,2,2,2,,2,1,1,3,3,3,1,1,1,,2,,,,,,2,1,1,2,,,2,2,2,4,2,0,1,4,4,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",158384009,0.648969945320242,1,54,1,2,1,,1,1,0,2,,,,,,,,,,,,,1,1,1,2,2,1,1,1,,,,,2,2,1,1,2,2,,2,2,1,6,1,4,1,1,1,,2,,,,,,2,2,,,,,1,1,1,3,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",120312076,0.551239399073508,2,42,2,2,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,2,2,1,,1,2,1,1,3,3,1,2,2,2,1,2,1,2,,,1,2,1,2,,,2,2,3,2,2,1,1,1,1,4,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",116335455,0.673679483672855,2,34,3,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,2,1,2,2,,1,2,1,2,3,3,2,,,,2,,,,,,1,2,1,2,,,3,3,1,3,,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",120099868,0.352408224540523,2,65,2,5,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,1,3,3,1,1,2,,2,,,,,,1,2,1,2,,,2,2,3,4,2,1,0,4,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",131037040,0.833284776233471,2,44,2,4,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,1,2,2,,1,1,1,3,1,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,1,1,1,2,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",126272792,0.613475784796945,2,58,1,1,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,1,,2,2,2,1,2,2,1,1,2,,2,,,,,,2,2,,,,,2,2,1,4,1,1,1,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",199620528,0.567922485289391,1,46,3,4,1,,1,1,0,1,2,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,2,2,2,,2,1,2,4,1,1,1,1,2,,1,2,1,2,,,2,2,,,,,2,2,2,3,1,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",121447728,0.696329429654212,1,38,2,1,2,,1,1,1,1,2,1,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,1,3,1,2,,,,2,,,,,,1,2,2,1,,,3,2,2,2,4,1,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",195812968,0.959415437598129,1,39,2,5,2,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,3,3,1,1,2,,2,,,,,,1,2,1,1,,,3,3,3,3,,1,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",172144860,0.581003605486576,2,44,2,2,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,2,1,1,,1,1,2,4,1,1,1,2,1,,1,2,1,2,,,1,2,1,2,,,1,1,2,1,1,1,1,1,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",140696441,1.26675261560856,2,65,2,5,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,2,3,2,1,1,1,2,,2,,,,,,1,1,1,2,,,2,2,2,4,2,0,1,4,1,1,,1,,2,2,1,
"Iran, Islamic Rep.","IRN",139729334,0.83409638916075,1,39,2,1,2,,1,1,0,1,1,2,1,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,1,1,1,1,2,,2,,,,,,2,2,,,,,1,1,1,1,4,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",179898830,0.917724114029424,1,40,1,1,2,,1,1,0,1,1,1,1,2,,,1,2,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,3,3,2,,,,2,,,,,,2,2,,,,,3,2,3,3,,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",114099237,0.94336158931076,1,21,2,5,2,,1,1,0,1,1,2,1,2,,,2,,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,2,,,,2,,,,,,1,2,1,2,,,3,2,3,3,,1,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",145087140,1.24015830158813,1,25,3,5,2,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,1,2,1,2,2,1,2,,,,1,1,1,2,,,2,2,,,,,2,1,2,1,2,0,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",165141216,0.714918671744704,1,39,3,5,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,3,3,2,,,,1,1,1,2,,,2,2,,,,,2,3,3,3,,1,0,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",152980243,0.678286082312271,2,45,3,3,2,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,3,3,1,1,1,,2,,,,,,1,2,2,2,2,2,2,1,3,2,2,1,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",163658255,2.1679474066655,1,17,2,1,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,2,1,4,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",122438652,0.354401647672988,1,79,1,1,2,,1,1,0,1,1,2,1,2,,,1,1,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,4,2,,,,2,,,,,,1,2,1,2,,,1,1,1,4,6,0,0,4,1,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",188541334,0.354996976721927,1,41,2,4,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,1,2,1,2,2,2,1,1,1,,2,,,,,,2,2,,,,,1,1,2,2,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",137069980,1.10537383648952,1,47,1,1,2,,1,1,0,1,2,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",175930453,0.846802704495028,1,27,2,2,2,,1,1,0,1,1,2,2,2,,,2,,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,3,2,2,2,,,,2,,,,,,2,2,,,,,2,1,3,2,2,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",148381072,1.69014632550272,2,18,2,2,1,,1,1,0,1,1,1,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,1,2,1,,1,2,2,5,3,2,2,,,,1,1,2,2,1,,2,2,,,,,1,1,1,3,1,1,1,2,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",141493470,1.1266837520818,2,20,2,3,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,2,1,1,3,2,1,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,3,2,1,1,1,1,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",146471157,0.731885748373993,2,56,2,3,1,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,6,1,1,1,1,2,,1,2,1,2,,,1,1,1,2,,,1,1,1,4,2,0,1,1,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",130379075,1.09782885295235,1,17,2,5,2,,1,1,0,2,,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,2,,,,2,,,,,,1,2,3,3,2,2,3,3,3,3,,1,0,4,3,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",152139624,0.581166487255374,1,34,2,2,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,2,1,3,5,2,,,,2,,,,,,2,2,,,,,1,2,1,2,1,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",127871030,0.567922485289391,1,44,3,4,2,,1,1,0,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,2,2,3,2,2,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",140925051,0.900450030368498,2,60,1,1,1,,1,1,0,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,1,,2,2,2,3,2,1,1,1,1,,2,,,,,,2,2,,,,,2,2,2,2,4,1,0,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",206457063,0.679724915283193,2,39,2,4,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,3,1,1,2,,,,1,2,1,2,,,1,2,2,2,2,2,2,2,2,3,2,0,1,1,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",177625196,1.20791183243033,1,16,2,1,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,2,2,2,2,2,,2,2,2,3,2,1,2,,,,2,,,,,,2,2,,,,,2,3,2,3,1,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",141747002,2.16025849713773,1,38,1,1,2,,1,1,0,1,1,1,1,2,,,2,,1,2,2,,,,,,,,,,,,,,2,1,2,2,2,2,,2,1,1,7,,,1,1,1,,2,,,,,,1,2,1,2,,,1,1,1,1,6,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",169247439,1.25475397140108,1,18,2,5,2,,1,1,0,1,1,1,1,2,,,1,1,2,,1,,,,,,,,,,,,,,2,1,1,2,1,1,,1,1,1,4,3,3,1,1,1,,2,,,,,,2,2,,,,,3,3,2,3,,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",129591749,0.914821619806964,1,35,2,2,1,,1,1,0,1,1,2,1,2,,,1,1,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,1,1,2,,2,,,,,,2,2,,,,,1,1,2,2,2,0,0,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",163860884,1.57475455040582,2,98,3,4,1,,1,1,0,1,2,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,1,3,3,1,2,1,,2,,,,,,1,1,1,2,,,3,3,3,4,,1,0,4,1,1,,1,,2,2,1,
"Iran, Islamic Rep.","IRN",192401986,0.906538036579279,2,59,1,1,1,,1,1,0,1,2,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,3,2,2,1,1,2,,1,2,2,2,1,,1,2,1,2,,,1,2,2,2,6,0,1,2,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",198751802,1.92293861522234,1,35,2,2,2,,1,1,0,1,1,2,2,1,2,1,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,1,,1,1,2,1,2,2,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,1,1,4,4,4,,4,,2,1,1,
"Iran, Islamic Rep.","IRN",147152250,0.507256535553773,2,57,2,4,1,,1,1,0,2,,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,2,3,1,1,2,,,,2,,,,,,1,2,1,2,,,1,1,1,4,1,0,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",158752377,2.78754887914328,1,23,2,2,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,2,2,2,2,2,2,,2,2,2,2,3,1,2,,,,2,,,,,,2,2,,,,,2,3,1,2,4,0,0,4,4,4,,4,,2,2,0,
"Iran, Islamic Rep.","IRN",160519865,1.18390836030263,2,20,2,4,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,1,1,2,,2,2,1,3,2,1,2,,,,2,,,,,,2,2,,,,,3,3,3,1,,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",137318199,0.507626772463314,2,70,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,2,2,2,1,,2,1,2,1,2,2,1,1,1,,2,,,,,,1,1,1,2,,,1,1,3,4,1,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",146639141,0.97383628314662,1,35,3,5,1,,0,0,0,2,,,,,,,,,,,,1,2,2,1,1,2,2,1,2,,,,,2,2,2,2,2,2,,1,2,1,3,2,1,2,,,,1,2,2,2,1,,2,2,,,,,1,1,3,4,1,0,1,2,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",151971377,1.1369586655485,2,21,2,4,1,,1,1,0,1,1,1,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,3,2,1,2,,,,1,2,1,2,,,2,2,,,,,1,2,2,2,3,1,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",143828009,1.26806628934052,2,37,2,4,1,,1,1,0,1,1,1,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,1,2,2,4,1,1,2,,,,2,,,,,,1,2,1,2,,,1,2,2,2,2,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",200782654,0.42536156990966,1,62,2,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,1,2,1,,2,2,2,5,1,1,1,2,1,,2,,,,,,2,2,,,,,1,1,1,4,2,1,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",165133946,2.04327572329411,2,15,1,4,1,,1,1,0,2,,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,1,2,2,1,1,1,,2,2,2,1,2,2,2,,,,2,,,,,,1,2,1,2,,,3,3,3,3,,1,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",197174405,1.27950850382091,2,17,2,1,1,,1,1,0,1,2,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,1,1,1,1,,2,2,2,2,2,2,2,,,,2,,,,,,2,1,1,2,,,2,3,3,3,,1,0,4,4,1,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",155807188,0.759414627792897,2,68,3,5,2,,1,1,0,1,1,2,2,2,,,1,2,2,,2,,,,,,,,,,,,,,2,1,2,2,1,2,,2,2,2,7,,,1,2,2,2,2,,,,,,2,1,1,2,,,2,2,1,2,2,1,0,4,4,1,,3,,1,2,1,
"Iran, Islamic Rep.","IRN",187887159,0.498792894960841,1,44,2,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,3,2,2,,,,2,,,,,,1,2,2,2,2,1,2,3,2,2,4,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",117890537,0.510303644969496,2,58,2,5,1,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,1,1,1,1,2,,2,,,,,,2,1,2,2,2,2,1,1,1,1,6,0,0,4,4,3,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",161921215,1.30016499740426,2,48,1,1,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,1,2,3,3,1,1,1,,1,2,2,2,1,,1,2,1,2,,,1,1,1,1,2,0,1,2,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",119904184,2.13456340205633,2,15,1,4,1,,1,1,1,1,1,1,1,2,,,1,1,2,,1,,,,,,,,,,1,1,2,1,2,1,1,1,2,1,2,2,2,2,3,1,1,1,2,1,,1,2,2,2,1,,1,2,2,2,2,1,1,2,2,2,2,1,0,2,1,4,,1,,1,1,1,
